forest,effect.size.calc,study.design,include.qual,include.quant,author,title,year,journal,study.id,study.treat,es.id,measure.name,developer,delayed,hedges.g,variance,grade.level,no.disability,group.size.calc,content,prop.females.whole,prop.females.t1,prop.females.t2,prop.black.whole,prop.black.t1,prop.black.t2,prop.hispanic.whole,prop.hispanic.t1,prop.hispanic.t2,prop.white.whole,prop.white.t1,prop.white.t2,prop.native,prop.asian,prop.other.races,txt.name,txt.description,txt.n,txt.sessions,txt.sessions.minutes,algebra,early.numeracy,fractions,geometry,lifeskills,measurement,operations,word.problem,explicit.modeling,explicit.guided,explicit.indep,explicit.feedback,explicit.discourse,group.whole,group.small,group.one,group.size.original,control.name,control.description,qi.1.1,qi.2.1,qi.2.2,qi.3.1,qi.3.2,qi.4.1,qi.4.2,qi.5.1,qi.5.2,qi.5.3,qi.6.1,qi.6.2,qi.6.3,qi.6.4,qi.6.8,qi.6.9,qi.7.1,qi.7.2,qi.7.3,qi.7.4,qi.7.5,qi.7.6,qi.8.1,qi.8.3,qi.g.total,qi.percent,qi.1.1B,qi.2.1B,qi.2.2B,qi.3.1B,qi.3.2B,qi.4.1B,qi.4.2B,qi.5.1B,qi.5.2B,qi.5.3B,qi.6.1B,qi.6.2B,qi.6.3B,qi.6.5B,qi.6.6B,qi.6.7B,qi.7.1B,qi.7.2B,qi.7.3B,qi.7.4B,qi.7.5B,qi.8.2B,qi.s.total
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356a,1717a,open equations standard,0,0,0.141834,0.071699,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,word problem tutoring,schema broadening instruction,27,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356a,1718a,open equations nonstandard,0,0,0.27641,0.072202,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,word problem tutoring,schema broadening instruction,27,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356a,1719a,story problems before equal,0,0,0.416174,0.073066,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,word problem tutoring,schema broadening instruction,27,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356a,1720a,story problems after equal,0,0,0.263685,0.072141,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,word problem tutoring,schema broadening instruction,27,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356b,1716b,Equal sign tasks,0,0,3.028065,0.162651,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,combined tutoring,word problem plus equal sign,24,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356b,1717b,open equations standard,0,0,0.060216,0.076184,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,combined tutoring,word problem plus equal sign,24,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356b,1718b,open equations nonstandard,0,0,0.905979,0.083893,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,combined tutoring,word problem plus equal sign,24,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356b,1719b,story problems before equal,0,0,0.503894,0.078545,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,combined tutoring,word problem plus equal sign,24,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell & Fuchs, 2010",1,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S.",Contribution of Equal-Sign Instruction beyond Word-Problem Tutoring for Third-Grade Students with Mathematics Difficulty,2010,Journal of Educational Psychology,356,356b,1720b,story problems after equal,0,0,0.246302,0.076722,elem,1,1,word problems,0.44,0.34,0.54,0.59,0.59,0.67,0.21,0.3,0,0.1,0.07,0.17,0,0,0,combined tutoring,word problem plus equal sign,24,15,28,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,,,NA,NA,,Control ,Houghton Mifflin,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,16
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1726a,Sums to 18,0,0,1.406,0.038,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1727a,Minuends to 12,0,0,0.969,0.035,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1728a,Minuends to 18,0,0,1.53,0.039,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1729a,CAL-2 digit,0,0,1.56,0.039,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1730a,Addition-Two digit,0,0,0.86,0.034,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1731a,WRAT,1,0,1.026,0.035,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1732a,SGSP,0,0,-0.162,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1733a,KM Problem,1,0,0.0089,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1734a,KM Addition,1,0,0.996,0.035,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1735a,KM Subtraction,1,0,0.517,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1736a,ITBS,1,0,0.127,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1737a,Find X,0,0,0.09,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1738a,Number,0,0,0.218,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1739a,Sentences-DA,0,0,0.255,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360a,1740a,Sentences-TPAR,0,0,0.136,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,CAL,math wise; calculation only,96,39,43,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1726b,Sums to 18,0,0,0.743,0.033,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1727b,Minuends to 12,0,0,0.91,0.034,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1728b,Minuends to 18,0,0,0.612,0.033,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1729b,CAL-2 digit,0,0,0.346,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1730b,Addition-Two digit,0,0,0.363,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1731b,WRAT,1,0,-0.471,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1732b,SGSP,0,0,1.13,0.036,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
"Powell et al., 2015b",6,rct,1,1,"Powell, Sarah R. and Fuchs, Lynn S. and Cirino, Paul T. and Fuchs, Douglas and Compton, Donald L. and Changas, Paul C.","Effects of a Multitier Support System on Calculation, Word Problem, and Prealgebraic Performance Among At-Risk Learners.",2015,Exceptional Children,360,360b,1733b,KM Problem,1,0,0.1465,0.032,early,1,2.5,mixed,0.5,0.51,0.56,0.54,0.53,0.56,0.24,0.31,0.22,0.15,0.1,0.15,0,0,0.07,WP,Pirate math; no calculation,91,39,27.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,,1,1,NA,2.5,lin Math,Houghton Miff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,20,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,17
